Season,Garden,Variety,Clump,Ear,Condition,Rows,Ear weight,Cob weight,Kernel weight
2009,CDG,Hopi Blue,3,1,Partial,14,29.8,7,22.8
2009,CDG,Hopi Blue,3,2,Partial,12,13.8,4.9,8.9
2009,CDG,Hopi Blue,3,3,Immature,NA,1.7,1.7,0
2009,CDG,Hopi Blue,8,1,Sparse,8,7.5,4,3.5
2009,CDG,Hopi Blue,8,2,Immature,NA,0.9,0.9,0
2009,CDG,Hopi Blue,9,1,Full,12,84.7,26.9,57.8
2009,CDG,Hopi Blue,9,2,Full,10,53,7.8,45.2
2009,CDG,Hopi Blue,9,3,Immature,NA,0.7,0.7,0
2009,CDG,Hopi Blue,9,4,Immature,NA,0.9,0.9,0
2009,CDG,Hopi Blue,10,1,Full,12,98.6,24.4,74.19999999999999
2009,CDG,Hopi Blue,10,2,Sparse,12,13.9,9.7,4.200000000000001
2009,CDG,Hopi Blue,10,3,Immature,NA,1.4,1.4,0
2009,CDG,Hopi Blue,10,4,Sparse,10,4.4,2.9,1.5000000000000004
2009,CDG,Hopi Blue,13,1,Partial,12,66.9,19.9,47.00000000000001
2009,CDG,Hopi Blue,13,2,Sparse,8,4.6,3.2,1.3999999999999997
2009,CDG,Hopi Blue,13,3,Sparse,10,4.3,4.1,0.20000000000000015
2009,CDG,Hopi Blue,14,1,Partial,12,64.8,17,47.8
2009,CDG,Hopi Blue,15,1,Immature,NA,1.5,1.5,0
2009,CDG,Hopi Blue,15,2,Immature,NA,0.1,0.1,0
2009,CDG,Hopi Blue,16,1,Sparse,12,4,3.9,0.10000000000000007
2009,CDG,Hopi Blue,16,2,Sparse,10,3.2,3.1,0.10000000000000007
2009,CDG,Hopi Blue,17,1,Full,14,118.2,23.3,94.9
2009,CDG,Hopi Blue,17,2,Partial,10,26.1,7.2,18.9
2009,CDG,Hopi Blue,17,3,Partial,13,34.8,13.6,21.199999999999996
2009,CDG,Hopi Blue,17,4,Partial,12,33.9,9.5,24.4
2009,CDG,Hopi Blue,17,5,Sparse,10,14.2,5.8,8.399999999999999
2009,CDG,Hopi Blue,18,1,Immature,NA,1.4,1.4,0
2009,CDG,Hopi Blue,18,2,Immature,NA,0.4,0.4,0
2009,CDG,Hopi Blue,19,1,Full,12,86.8,30.4,56.4
2009,CDG,Hopi Blue,19,2,Full,14,93.9,23,70.9
2009,CDG,Hopi Blue,19,3,Full,12,91.7,20,71.7
2009,CDG,Hopi Blue,19,4,Full,14,134.2,27.1,107.1
2009,CDG,Hopi Blue,19,5,Partial,12,41.8,13.2,28.6
2009,CDG,Hopi Blue,19,6,Sparse,12,13.9,6.5,7.4
2009,CDG,Hopi Blue,19,7,Immature,NA,0.4,0.4,0
2009,CDG,Hopi Blue,22,1,Partial,14,50.7,19.4,31.300000000000004
2009,CDG,Hopi Blue,22,2,Partial,10,33.7,19.8,13.900000000000002
2009,CDG,Hopi Blue,22,3,Immature,NA,0.3,0.3,0
2009,CDG,Hopi Blue,22,4,Immature,NA,0.6,0.6,0
2009,CDG,Hopi Blue,23,1,Full,14,86.8,21.3,65.5
2009,CDG,Hopi Blue,23,2,Full,14,68.2,18.1,50.1
2009,CDG,Hopi Blue,23,3,Full,16,133.5,24.6,108.9
2009,CDG,Hopi Blue,23,4,Full,16,129.4,24.5,104.9
2009,CDG,Hopi Blue,23,5,Partial,12,33.9,16.3,17.599999999999998
2009,CDG,Hopi Blue,23,6,Immature,NA,1.2,1.2,0
2009,CDG,Hopi Blue,23,7,Immature,NA,1,1,0
2009,CDG,Hopi Blue,23,8,Immature,NA,4.4,4.4,0
2009,CDG,Hopi Blue,24,1,Partial,14,53.7,29.5,24.200000000000003
2009,CDG,Hopi Blue,24,2,Sparse,14,7.4,7,0.4000000000000003
2009,CDG,Hopi Blue,24,3,Immature,NA,4.9,4.9,0
2009,CDG,Hopi Blue,24,4,Immature,NA,0.9,0.9,0
2009,CDG,Hopi Blue,24,5,Immature,NA,0.3,0.3,0
2009,CDG,Hopi Blue,24,6,Immature,NA,0.3,0.3,0
2009,CDG,Hopi Blue,25,1,Full,12,97.5,26.9,70.6
2009,CDG,Hopi Blue,25,2,Immature,NA,0.9,0.9,0
2009,CDG,Hopi Blue,25,3,Sparse,10,3.9,3.6,0.2999999999999998
2009,CDG,Hopi Blue,25,4,Sparse,8,1.6,1.4,0.20000000000000015
2009,CDG,Hopi Blue,26,1,Full,16,142.5,35.2,107.3
2009,CDG,Hopi Blue,26,2,Immature,NA,1.3,1.3,0
2009,CDG,Hopi Blue,28,1,Partial,14,53.1,24.3,28.8
2009,CDG,Hopi Blue,28,2,Full,12,59,19.8,39.2
2009,CDG,Hopi Blue,28,3,Immature,NA,6.2,6.2,0
2009,CDG,Hopi Blue,28,4,Immature,NA,1.7,1.7,0
2009,CDG,Hopi Blue,29,1,Partial,14,56.4,17.1,39.3
2009,CDG,Hopi Blue,29,2,Partial,12,43,18.4,24.6
2009,CDG,Hopi Blue,30,1,Full,12,113.2,43.9,69.30000000000001
2009,CDG,Hopi Blue,30,2,Full,18,123.4,26.4,97
2009,CDG,Hopi Blue,30,3,Partial,14,44.8,16.7,28.1
2009,CDG,Hopi Blue,30,4,Sparse,12,20.6,9.7,10.900000000000002
2009,CDG,Hopi Blue,30,5,Sparse,8,5.1,2.3,2.8
2009,CDG,Hopi Blue,30,6,Immature,NA,0.5,0.5,0
2009,CDG,Hopi Blue,31,1,Sparse,12,21.5,14.6,6.9
2009,CDG,Hopi Blue,31,2,Immature,NA,1.1,1.1,0
2009,CDG,Hopi Blue,34,1,Full,12,103.3,26.3,77
2009,CDG,Hopi Blue,34,2,Partial,14,33.3,14.1,19.199999999999996
2009,CDG,Hopi Blue,34,3,Immature,NA,2.6,2.6,0
2009,CDG,Hopi Blue,34,4,Immature,NA,1.9,1.9,0
2009,CDG,Hopi Blue,35,1,Immature,NA,2.3,2.3,0
2009,CDG,Hopi Blue,35,2,Immature,NA,0.2,0.2,0
2009,KUG,Hopi Sweet,32,1,Sparse,4,0.9,0.7,0.20000000000000007
2009,KUG,Hopi Sweet,32,2,Sparse,10,2.7,2.4,0.30000000000000027
2009,KUG,Hopi Sweet,32,3,Immature,NA,0.4,0.4,0
2009,KUG,Hopi Sweet,32,4,Sparse,8,2.9,2.8,0.10000000000000007
2009,KUG,Hopi Sweet,32,5,Immature,NA,2.1,2.1,0
2009,KUG,Hopi Sweet,32,6,Immature,NA,0.4,0.4,0
2009,KUG,Hopi Sweet,32,7,Immature,NA,0.5,0.5,0
2009,PHG,Hopi White,12,1,Immature,NA,0.7,0.7,0
2009,PHG,Hopi White,12,2,Immature,NA,0.6,0.6,0
2009,PHG,Hopi White,15,1,Sparse,10,3.1,2.9,0.20000000000000015
2009,PLC,Kokoma,22,1,Sparse,12,3.1,2.6,0.5
2009,PLC,Kokoma,22,2,Immature,NA,2.8,2.8,0
2009,PLC,Kokoma,22,3,Immature,NA,0.7,0.7,0
2009,PLC,Kokoma,23,1,Sparse,12,8.3,8.1,0.2000000000000011
2009,PLC,Kokoma,23,2,Immature,NA,0.5,0.5,0
2009,PLC,Kokoma,23,3,Immature,NA,0.3,0.3,0
2009,POG,Greasy-head,2,1,Partial,14,37.2,7,30.200000000000003
2009,POG,Greasy-head,2,2,Partial,10,21.2,5,16.2
2009,POG,Greasy-head,2,3,Partial,10,34.2,8.6,25.6
2009,POG,Greasy-head,2,4,Partial,10,24.5,10.9,13.6
2009,POG,Greasy-head,2,5,Immature,NA,1.1,1.1,0
2009,POG,Greasy-head,2,6,Immature,NA,0.4,0.4,0
2009,POG,Greasy-head,3,1,Sparse,10,9.2,7,2.1999999999999993
2009,POG,Greasy-head,3,2,Sparse,12,11.4,7.7,3.7
2009,POG,Greasy-head,4,1,Partial,10,10.7,4.4,6.299999999999999
2009,POG,Greasy-head,4,2,Partial,14,18.6,7.4,11.2
2009,POG,Greasy-head,4,3,Sparse,12,9.2,5.7,3.499999999999999
2009,POG,Greasy-head,4,4,Immature,NA,0.6,0.6,0
2009,POG,Greasy-head,5,1,Sparse,12,8.8,3.8,5.000000000000001
2009,POG,Greasy-head,5,2,Immature,NA,0.6,0.6,0
2009,POG,Greasy-head,6,1,Full,12,25.8,7.1,18.700000000000003
2009,POG,Greasy-head,6,2,Partial,10,13.2,4.1,9.1
2009,POG,Greasy-head,6,3,Immature,NA,3.1,3.1,0
2009,POG,Greasy-head,6,4,Sparse,6,1.4,1.1,0.2999999999999998
2009,POG,Greasy-head,6,5,Sparse,10,3.5,2.7,0.7999999999999998
2009,POG,Greasy-head,7,1,Partial,12,51.6,10.2,41.400000000000006
2009,POG,Greasy-head,7,2,Partial,10,16.6,4.8,11.8
2009,POG,Greasy-head,7,3,Partial,10,18.5,7.2,11.3
2009,POG,Greasy-head,7,4,Sparse,10,9.9,8.3,1.5999999999999996
2009,POG,Greasy-head,7,5,Sparse,12,17.5,10.5,7
2009,POG,Greasy-head,7,6,Immature,NA,2.7,2.7,0
2009,POG,Greasy-head,8,1,Full,12,89.1,20.7,68.39999999999999
2009,POG,Greasy-head,8,2,Full,10,85.4,21.3,64.10000000000001
2009,POG,Greasy-head,8,3,Partial,10,14.7,3.5,11.2
2009,POG,Greasy-head,8,4,Sparse,6,4.1,1.4,2.6999999999999997
2009,POG,Greasy-head,8,5,Immature,NA,0.5,0.5,0
2009,POG,Greasy-head,9,1,Full,16,80.7,30.1,50.6
2009,POG,Greasy-head,9,2,Partial,12,75.3,27.6,47.7
2009,POG,Greasy-head,9,3,Full,12,76.9,15,61.900000000000006
2009,POG,Greasy-head,9,4,Full,14,55.5,13.4,42.1
2009,POG,Greasy-head,9,5,Partial,12,30.5,6.6,23.9
2009,POG,Greasy-head,9,6,Sparse,12,20.8,7.1,13.7
2009,POG,Greasy-head,9,7,Sparse,12,6.8,6,0.7999999999999998
2009,POG,Greasy-head,10,1,Sparse,12,16.2,9.2,7
2009,POG,Greasy-head,10,2,Partial,12,19.1,9.8,9.3
2009,POG,Greasy-head,10,3,Immature,NA,14,14,0
2009,POG,Greasy-head,10,4,Sparse,10,3.5,2.6,0.8999999999999999
2009,POG,Greasy-head,11,1,Sparse,12,20,8.9,11.1
2009,POG,Greasy-head,11,2,Partial,14,17.4,7.7,9.7
2009,POG,Greasy-head,11,3,Sparse,10,12.1,6,6.1
2009,POG,Greasy-head,11,4,Sparse,12,5.8,4.3,1.5
2009,POG,Greasy-head,11,5,Sparse,10,6,4.4,1.5999999999999996
2009,POG,Greasy-head,11,6,Sparse,10,3.2,3,0.20000000000000015
2009,POG,Greasy-head,12,1,Full,12,48.4,13.6,34.8
2009,POG,Greasy-head,12,2,Partial,12,41.5,13.1,28.4
2009,POG,Greasy-head,12,3,Partial,10,24.8,8.8,16
2009,POG,Greasy-head,12,4,Partial,12,15,4.9,10.1
2009,POG,Greasy-head,12,5,Sparse,10,4.5,4.3,0.20000000000000015
2009,POG,Greasy-head,12,6,Immature,NA,4.2,4.2,0
2009,POG,Greasy-head,13,1,Full,12,129,30,99
2009,POG,Greasy-head,13,2,Partial,12,61.9,15.6,46.3
2009,POG,Greasy-head,13,3,Partial,12,48.1,10.9,37.2
2009,POG,Greasy-head,13,4,Sparse,10,24,14.9,9.1
2009,POG,Greasy-head,13,5,Sparse,10,11.7,9.4,2.299999999999999
2009,POG,Greasy-head,13,6,Sparse,10,1.8,1.6,0.19999999999999996
2009,POG,Greasy-head,13,7,Immature,NA,3.9,3.9,0
2009,POG,Greasy-head,14,1,Partial,12,12.2,5.5,6.699999999999999
2009,POG,Greasy-head,14,2,Sparse,10,5.3,4.2,1.0999999999999996
2009,POG,Greasy-head,14,3,Sparse,12,6,2.3,3.7
2009,POG,Greasy-head,14,4,Sparse,12,2.4,1.5,0.8999999999999999
2009,POG,Greasy-head,15,1,Sparse,10,12.8,3.5,9.3
2009,POG,Greasy-head,15,2,Sparse,12,6.3,2.7,3.5999999999999996
2009,POG,Greasy-head,15,3,Sparse,12,2.7,2.7,0
2009,POG,Greasy-head,15,4,Immature,NA,0.7,0.7,0
2009,POG,Greasy-head,15,5,Immature,NA,0.4,0.4,0
2009,POG,Greasy-head,16,1,Sparse,10,2.9,2.5,0.3999999999999999
2009,POG,Greasy-head,16,2,Sparse,10,4.7,2.9,1.8000000000000005
2009,POG,Greasy-head,16,3,Sparse,6,0.6,0.2,0.4
2009,POG,Greasy-head,16,4,Immature,NA,0.8,0.8,0
2009,POG,Greasy-head,17,1,Partial,12,21.6,8.4,13.2
2009,POG,Greasy-head,17,2,Sparse,12,12,4.8,7.2
2009,POG,Greasy-head,17,3,Immature,NA,1.4,1.4,0
2009,POG,Greasy-head,17,4,Immature,NA,1.8,1.8,0
2009,POG,Greasy-head,18,1,Full,14,55.3,15.7,39.599999999999994
2009,POG,Greasy-head,18,2,Full,12,55,11.3,43.7
2009,POG,Greasy-head,18,3,Partial,14,72.2,24.2,48
2009,POG,Greasy-head,18,4,Partial,10,27.1,10.3,16.8
2009,POG,Greasy-head,18,5,Partial,12,43.2,8,35.2
2009,POG,Greasy-head,18,6,Partial,10,29.7,5.9,23.799999999999997
2009,POG,Greasy-head,18,7,Partial,12,28.8,6.6,22.200000000000003
2009,POG,Greasy-head,18,8,Immature,NA,0.2,0.2,0
2009,POG,Greasy-head,19,1,Partial,14,42.1,7.6,34.5
2009,POG,Greasy-head,19,2,Partial,10,52.1,11.6,40.5
2009,POG,Greasy-head,19,3,Partial,14,81.8,28.3,53.5
2009,POG,Greasy-head,19,4,Full,12,76.8,17.6,59.2
2009,POG,Greasy-head,19,5,Partial,12,29.5,9.2,20.3
2009,POG,Greasy-head,19,6,Sparse,12,8.5,6.6,1.9000000000000004
2009,POG,Greasy-head,19,7,Sparse,12,7.1,7.2,-0.10000000000000052
2009,POG,Greasy-head,19,8,Sparse,8,3.8,1.9,1.9
2009,POG,Greasy-head,20,1,Partial,10,46.6,16.9,29.700000000000003
2009,POG,Greasy-head,20,2,Partial,14,53.8,16.7,37.099999999999994
2009,POG,Greasy-head,20,3,Sparse,10,13.8,5.9,7.9
2009,POG,Greasy-head,20,4,Immature,NA,0.4,0.4,0
2009,POG,Greasy-head,21,1,Partial,10,27.3,13.8,13.5
2009,POG,Greasy-head,22,1,Full,14,66,21.6,44.4
2009,POG,Greasy-head,22,2,Partial,12,15.7,6.1,9.6
2009,POG,Greasy-head,22,3,Immature,NA,2.4,2.4,0
2009,POG,Greasy-head,23,1,Partial,12,45.2,17.3,27.9
2009,POG,Greasy-head,23,2,Full,12,62.6,13.7,48.900000000000006
2009,POG,Greasy-head,23,3,Sparse,12,9.9,4.5,5.4
2009,POG,Greasy-head,23,4,Partial,12,19.8,6,13.8
2009,POG,Greasy-head,23,5,Sparse,10,8.3,4.6,3.700000000000001
2009,POG,Greasy-head,23,6,Sparse,10,6.7,4.8,1.9000000000000004
2009,POG,Greasy-head,23,7,Immature,NA,0.7,0.7,0
2009,POG,Greasy-head,24,1,Partial,12,57,11.4,45.6
2009,POG,Greasy-head,24,2,Full,14,91,22.42557339102737,68.57442660897263
2009,POG,Greasy-head,24,3,Full,12,48,9.5,38.5
2009,POG,Greasy-head,24,4,Sparse,12,30.5,14.6,15.9
2009,POG,Greasy-head,24,5,Partial,12,24.3,5,19.3
2009,POG,Greasy-head,24,6,Partial,12,25.7,10.4,15.3
2009,POG,Greasy-head,24,7,Partial,12,25.7,5.9,19.799999999999997
2009,POG,Greasy-head,25,1,Partial,14,84.2,23.7,60.5
2009,POG,Greasy-head,25,2,Sparse,12,26.8,8.9,17.9
2009,POG,Greasy-head,25,3,Partial,10,26.9,6.5,20.4
2009,POG,Greasy-head,25,4,Partial,12,33,11.8,21.2
2009,POG,Greasy-head,25,5,Sparse,8,7.3,3.1,4.199999999999999
2009,POG,Greasy-head,25,6,Partial,10,35.6,13.8,21.8
2009,POG,Greasy-head,25,7,Partial,12,23.6,8.1,15.500000000000002
2009,POG,Greasy-head,25,8,Immature,NA,0.2,0.2,0
2009,POG,Greasy-head,25,9,Immature,NA,0.3,0.3,0
2009,POG,Greasy-head,25,10,Immature,NA,0.1,0.1,0
2009,POG,Greasy-head,26,1,Full,12,59.8,12.7,47.099999999999994
2009,POG,Greasy-head,26,2,Full,12,56.9,10.7,46.2
2009,POG,Greasy-head,26,3,Sparse,12,11.7,8.2,3.5
2009,POG,Greasy-head,26,4,Sparse,10,11.1,5.3,5.8
2009,POG,Greasy-head,26,5,Immature,NA,0.4,0.4,0
2009,POG,Greasy-head,26,6,Immature,NA,1.2,1.2,0
2009,POG,Greasy-head,27,1,Sparse,10,3.8,1.5,2.3
2009,POG,Greasy-head,27,2,Sparse,8,3.5,1.7,1.8
2009,POG,Greasy-head,27,3,Sparse,8,3.2,1.7,1.5000000000000002
2009,POG,Greasy-head,27,4,Immature,NA,1.8,1.8,0
2009,POG,Greasy-head,27,5,Immature,NA,0.4,0.4,0
2009,POG,Greasy-head,27,6,Sparse,8,1.2,0.8,0.3999999999999999
2010,CDG,Hopi White,1,1,Full,12,77,21.7,55.3
2010,CDG,Hopi White,1,2,Partial,12,35.1,7.6,27.5
2010,CDG,Hopi White,1,3,Full,12,149.7,35.1,114.6
2010,CDG,Hopi White,1,4,Full,12,90.6,16.3,74.3
2010,CDG,Hopi White,1,5,Full,12,27.5,4.4,23.1
2010,CDG,Hopi White,1,6,Partial,12,20.9,3,17.9
2010,CDG,Hopi White,1,7,Full,12,99.1,18.5,80.6
2010,CDG,Hopi White,1,8,Partial,12,19.5,2.3,17.2
2010,CDG,Hopi White,2,1,Full,12,78.5,12.6,65.9
2010,CDG,Hopi White,2,2,Full,12,95,16.3,78.7
2010,CDG,Hopi White,2,3,Full,12,83.5,12.9,70.6
2010,CDG,Hopi White,2,4,Full,12,89.9,16.2,73.7
2010,CDG,Hopi White,2,5,Full,14,96.3,22.2,74.1
2010,CDG,Hopi White,2,6,Full,10,52.1,9.9,42.2
2010,CDG,Hopi White,2,7,Full,10,66,15.7,50.3
2010,CDG,Hopi White,3,1,Full,12,88.6,15.7,72.89999999999999
2010,CDG,Hopi White,3,2,Full,12,97,22.1,74.9
2010,CDG,Hopi White,3,3,Full,12,99.4,22,77.4
2010,CDG,Hopi White,3,4,Full,10,62.7,11.6,51.1
2010,CDG,Hopi White,3,5,Partial,14,69.2,14.5,54.7
2010,CDG,Hopi White,3,6,Full,12,76.3,10.8,65.5
2010,CDG,Hopi White,3,7,Partial,12,55.1,9.1,46
2010,CDG,Hopi White,3,8,Partial,12,27.8,7,20.8
2010,CDG,Hopi White,3,9,Full,10,11.9,2.7,9.2
2010,CDG,Hopi White,3,10,Immature,NA,4.7,4.7,0
2010,CDG,Hopi White,3,11,Immature,NA,2.2,2.2,0
2010,CDG,Hopi White,4,1,Full,12,93.1,16.2,76.89999999999999
2010,CDG,Hopi White,4,2,Full,14,141,21,120
2010,CDG,Hopi White,4,3,Full,14,125.7,22.7,103
2010,CDG,Hopi White,4,4,Full,12,103.1,18,85.1
2010,CDG,Hopi White,4,5,Full,14,100.5,21.7,78.8
2010,CDG,Hopi White,4,6,Full,14,122.3,22.6,99.7
2010,CDG,Hopi White,4,7,Full,12,80.7,14,66.7
2010,CDG,Hopi White,4,8,Full,12,107.9,19,88.9
2010,CDG,Hopi White,4,9,Partial,14,73,14,59
2010,CDG,Hopi White,4,10,Partial,13,63.6,10.9,52.7
2010,CDG,Hopi White,4,11,Partial,12,43.3,11.3,31.999999999999996
2010,CDG,Hopi White,4,12,Sparse,10,9.2,3.6,5.6
2010,CDG,Hopi White,4,13,Sparse,2,3.9,2.7,1.1999999999999995
2010,CDG,Hopi White,5,1,Full,12,103.3,18.9,84.4
2010,CDG,Hopi White,5,2,Full,14,122.9,28.8,94.1
2010,CDG,Hopi White,5,3,Full,14,142,34.2,107.8
2010,CDG,Hopi White,5,4,Full,16,132.6,34,98.6
2010,CDG,Hopi White,5,5,Partial,14,81.9,21.7,60.2
2010,CDG,Hopi White,5,6,Full,12,91.3,25.2,66.1
2010,CDG,Hopi White,6,1,Full,12,113.8,26.8,87
2010,CDG,Hopi White,6,2,Full,16,133.3,37.1,96.20000000000002
2010,CDG,Hopi White,6,3,Full,12,96.2,20,76.2
2010,CDG,Hopi White,6,4,Full,10,80,17,63
2010,CDG,Hopi White,6,5,Full,14,56.8,18.6,38.2
2010,CDG,Hopi White,6,6,Full,14,95.5,21.4,74.1
2010,CDG,Hopi White,6,7,Full,14,85.1,12.2,72.89999999999999
2010,CDG,Hopi White,6,8,Full,10,63.5,17.3,46.2
2010,CDG,Hopi White,6,9,Partial,12,34.2,8.8,25.4
2010,CDG,Hopi White,6,10,Sparse,10,12.1,5.4,6.699999999999999
2010,CDG,Hopi White,6,11,Sparse,10,15.3,5.5,9.8
2010,CDG,Hopi White,6,12,Sparse,10,5.6,4.2,1.3999999999999997
2010,CDG,Hopi White,7,1,Full,12,136.9,28.7,108.2
2010,CDG,Hopi White,7,2,Full,12,97.3,24.3,73
2010,CDG,Hopi White,7,3,Full,10,88.6,17,71.6
2010,CDG,Hopi White,7,4,Full,12,91.9,28.6,63.3
2010,CDG,Hopi White,7,5,Full,10,102.8,21.3,81.5
2010,CDG,Hopi White,7,6,Partial,12,46,10.8,35.2
2010,CDG,Hopi White,7,7,Full,12,48.9,8.6,40.3
2010,CDG,Hopi White,7,8,Full,10,64.5,17.2,47.3
2010,CDG,Hopi White,7,9,Sparse,12,13.7,9.1,4.6
2010,CDG,Hopi White,7,10,Immature,NA,1,1,0
2010,CDG,Hopi White,8,1,Full,12,157.2,31.1,126.1
2010,CDG,Hopi White,8,2,Full,10,114.2,23,91.2
2010,CDG,Hopi White,8,3,Full,14,153.6,31.5,122.1
2010,CDG,Hopi White,8,4,Full,10,89.9,15.8,74.10000000000001
2010,CDG,Hopi White,8,5,Full,14,100.1,18.5,81.6
2010,CDG,Hopi White,8,6,Full,12,88.5,18.1,70.4
2010,CDG,Hopi White,8,7,Full,12,107.7,21.4,86.30000000000001
2010,CDG,Hopi White,8,8,Full,10,72.1,12.3,59.8
2010,CDG,Hopi White,8,9,Full,10,83.3,15.4,67.89999999999999
2010,CDG,Hopi White,8,10,Full,12,68.9,11.8,57.10000000000001
2010,CDG,Hopi White,8,11,Partial,14,44.2,11.7,32.5
2010,CDG,Hopi White,9,1,Full,14,141.1,26.5,114.6
2010,CDG,Hopi White,9,2,Full,10,144.5,28,116.5
2010,CDG,Hopi White,9,3,Full,16,117.1,20.7,96.4
2010,CDG,Hopi White,9,4,Full,14,137.1,27.3,109.8
2010,CDG,Hopi White,9,5,Full,12,108.9,19.2,89.7
2010,CDG,Hopi White,9,6,Partial,12,33,8.4,24.6
2010,CDG,Hopi White,9,7,Sparse,14,12.9,3.4,9.5
2010,CDG,Hopi White,9,8,Immature,NA,1.1,1.1,0
2010,CDG,Hopi White,10,1,Full,14,142.8,31.7,111.1
2010,CDG,Hopi White,10,2,Full,12,134,20.9,113.1
2010,CDG,Hopi White,10,3,Full,12,94.4,15,79.4
2010,CDG,Hopi White,10,4,Full,14,98.6,19.3,79.3
2010,CDG,Hopi White,10,5,Full,12,122.2,22.6,99.6
2010,CDG,Hopi White,10,6,Full,12,134.3,27.2,107.1
2010,CDG,Hopi White,10,7,Immature,NA,0.8,0.8,0
2010,CDG,Hopi White,11,1,Full,14,125,27.8,97.2
2010,CDG,Hopi White,11,2,Full,12,100.8,17.5,83.3
2010,CDG,Hopi White,11,3,Full,12,69.6,19.6,49.99999999999999
2010,CDG,Hopi White,11,4,Full,12,53.5,9.5,44
2010,CDG,Hopi White,11,5,Full,14,76.2,13.8,62.400000000000006
2010,CDG,Hopi White,11,6,Full,12,37,8.6,28.4
2010,CDG,Hopi White,11,7,Full,12,92.6,14.9,77.69999999999999
2010,CDG,Hopi White,11,8,NA,10,28.8,8.4,20.4
2010,CDG,Hopi White,11,9,Partial,12,24.1,4.8,19.3
2010,CDG,Hopi White,11,10,Sparse,8,4.9,1.1,3.8
2010,CDG,Hopi White,12,1,Immature,NA,3.4,3.4,0
2010,CDG,Hopi White,12,2,Immature,NA,1.5,1.5,0
2010,CDG,Hopi White,12,3,Partial,10,38.1,6.6,31.5
2010,CDG,Hopi White,12,4,Full,12,61.7,14.4,47.3
2010,CDG,Hopi White,12,5,Full,8,57.4,11,46.4
2010,CDG,Hopi White,12,6,Partial,10,41,8.3,32.7
2010,CDG,Hopi White,12,7,Full,12,101.9,15.9,86
2010,CDG,Hopi White,13,1,Full,12,120.3,18.8,101.5
2010,CDG,Hopi White,13,2,Immature,NA,1.6,1.6,0
2010,CDG,Hopi White,13,3,Sparse,12,3.9,3,0.8999999999999999
2010,CDG,Hopi White,13,4,Sparse,12,38.3,21.9,16.4
2010,CDG,Hopi White,13,5,Sparse,8,13.1,3.8,9.3
2010,CDG,Hopi White,13,6,Full,14,99.9,20.3,79.60000000000001
2010,CDG,Hopi White,13,7,Full,12,175.6,39.9,135.7
2010,CDG,Hopi White,13,8,Full,12,60.6,7.1,53.5
2010,CDG,Hopi White,13,9,Full,14,100.4,10.9,89.5
2010,CDG,Hopi White,14,1,Full,12,154.9,34.4,120.5
2010,CDG,Hopi White,14,2,Full,14,148.6,32.9,115.7
2010,CDG,Hopi White,14,3,Full,14,143.2,32.8,110.4
2010,CDG,Hopi White,14,4,Full,8,64.5,14.6,49.9
2010,CDG,Hopi White,14,5,Full,12,73,12.2,60.8
2010,CDG,Hopi White,14,6,Full,14,119.1,26.9,92.2
2010,CDG,Hopi White,14,7,Full,14,92.8,17.8,75
2010,CDG,Hopi White,14,8,Sparse,8,4.2,1.2,3
2010,CDG,Hopi White,15,1,Full,12,135.1,33.7,101.4
2010,CDG,Hopi White,15,2,Full,12,134.3,23.2,111.1
2010,CDG,Hopi White,15,3,Full,16,121.3,17.7,103.6
2010,CDG,Hopi White,15,4,Full,14,153.3,27.8,125.5
2010,CDG,Hopi White,15,5,Full,14,121.5,24.8,96.7
2010,CDG,Hopi White,15,6,Sparse,NA,24.8,8,16.8
2010,CDG,Hopi White,15,7,Immature,NA,1.5,1.5,0
2010,CDG,Hopi White,15,8,Full,12,167.1,30.8,136.29999999999998
2010,CDG,Hopi White,16,1,Full,12,152.1,41.5,110.6
2010,CDG,Hopi White,16,2,Full,16,121,34.7,86.3
2010,CDG,Hopi White,16,3,Full,12,138.4,42.2,96.2
2010,CDG,Hopi White,16,4,Full,12,100.3,19.5,80.8
2010,CDG,Hopi White,16,5,Full,14,114.2,22.4,91.8
2010,CDG,Hopi White,16,6,Full,12,74.5,15,59.5
2010,CDG,Hopi White,16,7,Partial,12,52.5,16.9,35.6
2010,CDG,Hopi White,16,8,Immature,NA,3.3,3.3,0
2010,CDG,Hopi White,17,1,Full,14,166.6,29.7,136.9
2010,CDG,Hopi White,17,2,Full,12,110.6,20.5,90.1
2010,CDG,Hopi White,17,3,Full,14,87,16.7,70.3
2010,CDG,Hopi White,17,4,Full,12,167,35.6,131.4
2010,CDG,Hopi White,17,5,Full,14,138.1,24.4,113.7
2010,CDG,Hopi White,17,6,Partial,6,33.7,8.4,25.300000000000004
2010,CDG,Hopi White,17,7,Full,12,93.4,16.4,77
2010,CDG,Hopi White,17,8,Full,12,129.9,28.3,101.6
2010,CDG,Hopi White,17,9,Full,12,91.9,14.4,77.5
2010,CDG,Hopi White,17,10,Full,10,110.6,27.2,83.39999999999999
2010,CDG,Hopi White,18,1,Full,12,150.7,25.7,125
2010,CDG,Hopi White,18,2,Full,10,169.9,40.1,129.8
2010,CDG,Hopi White,18,3,Full,12,153,32.3,120.7
2010,CDG,Hopi White,18,4,Full,12,58.2,11.3,46.900000000000006
2010,CDG,Hopi White,18,5,Full,8,93.7,17.7,76
2010,CDG,Hopi White,18,6,Full,12,91.9,26.7,65.2
